ID,Gene Symbol,RefSeq Transcript ID,Chromosome,DS_Cerebellum_1218,DS_Cerebellum_1389,DS_Cerebellum_1478,DS_Cerebrum_1218,DS_Cerebrum_1389,DS_Cerebrum_1478,DS_Cerebrum_847,Normal-Cerebellum-1390,Normal-Cerebellum-1411,Normal-Cerebellum-1521,Normal-Cerebrum-1390,Normal-Cerebrum-1411,Normal-Cerebrum-1521,Normal-Cerebrum-1565,,,,,,,,,,,,,,
214945_at,NY-REN-7 /// LOC389347,NM_173663 /// XM_371783,,18.87153808,22.24655625,20.13369567,16.89413059,14.46656021,16.01964219,18.13078964,18.85754657,16.61909588,17.32459724,17.45138811,19.6054111,15.75589628,14.86265566,,,,,,,,,,,,,,
214936_at,---,---,,28.62571997,31.91095293,25.49990602,30.24909142,27.54177787,36.62431332,27.18182159,32.19444665,28.62076267,28.34967247,44.57243263,28.62076267,28.0539132,30.93353645,,,,,,,,,,,,,,
214935_at,NUP62 /// IL4I1,NM_012346 /// NM_016553 /// NM_152899 /// NM_153718 /// NM_153719 /// NM_172374,,27.2333042,26.60379373,26.43413015,27.46171469,27.98845285,26.22535048,25.07486441,26.31913172,29.14063063,28.62333582,31.08227528,40.70093716,31.48494313,29.05390296,,,,,,,,,,,,,,
214916_x_at,IGH@ /// IGHA1 /// IGHA2 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// MGC27165 /// LOC390714,XM_372632,,90.65220592,90.65220592,91.6739397,93.33265901,76.40207385,88.02065502,86.12199995,91.82022309,87.65896655,92.90086134,100.0432644,93.0993996,98.1005933,90.65220592,,,,,,,,,,,,,,
214912_at,---,---,,21.24483118,24.08745324,24.18096514,23.28727703,21.34224264,23.43154583,19.62879821,25.67620665,20.70704536,24.17694537,23.46144338,24.4789552,24.9479621,21.42376587,,,,,,,,,,,,,,
214903_at,---,---,,179.8312547,224.5464604,190.3749732,148.0283967,110.2503813,124.2532665,159.2081325,133.4855901,153.9811719,151.6813844,139.7534394,161.1935475,135.5235579,123.6801334,,,,,,,,,,,,,,
214897_at,KIAA0506,---,,15.20464261,20.93623207,15.75098366,15.75098366,15.60103803,15.58082761,16.08149851,15.20137644,15.36131757,15.71488771,19.51565607,15.75098366,15.37420636,15.21761119,,,,,,,,,,,,,,
214895_s_at,ADAM10,NM_001110,,19.67702187,18.05954662,21.28728525,23.47137116,28.50810254,26.78512349,20.18721607,22.90879857,23.10687206,22.65283667,41.07303981,28.84821171,24.53705084,26.37282417,,,,,,,,,,,,,,
214878_at,ZNF37A /// ZNF37B,NM_001007094 /// NM_003421 /// XM_497219 /// XM_498477,,15.5048743,16.60424418,15.18084331,14.70484917,15.69202972,14.65041847,14.5978103,15.01049965,15.27721891,15.00488209,19.11098209,15.40514032,16.30610082,16.90677709,,,,,,,,,,,,,,
214877_at,PSMD12 /// CDKAL1,NM_002816 /// NM_017774 /// NM_174871,,66.04968493,54.9718108,42.90845699,70.33397662,58.30914151,52.79940547,49.71502762,42.93731294,70.50285688,58.97780011,54.34819273,66.79092462,61.7471175,59.72570192,,,,,,,,,,,,,,
214875_x_at,APLP2,NM_001642,,518.8630038,318.4361564,514.165915,300.262324,322.9999409,334.6873267,481.5226738,643.4657474,509.0275873,548.5617399,439.317587,356.4262811,352.3706366,341.2346642,,,,,,,,,,,,,,
214874_at,---,---,,52.17909403,52.99117478,49.64374864,69.89318876,50.7417052,87.47992332,77.96528577,50.43837163,42.87694191,47.7924254,46.87542261,44.62993925,50.36152779,64.18614311,,,,,,,,,,,,,,
214870_x_at,NPIP /// LOC339047 /// LOC440341,NM_006985 /// XM_290671 /// XM_352159,,1514.683091,1369.563413,1574.96104,1312.861968,1275.458389,1135.411991,1046.676574,1570.055711,1166.766483,937.4250568,1348.182456,1037.719148,1175.859591,1240.236564,,,,,,,,,,,,,,
214863_at,---,---,,34.37457697,32.63753118,34.44803881,33.09221493,28.55318689,32.60496978,30.99879405,30.53664892,31.04007058,31.25532547,48.49621035,37.4789902,32.63753118,29.81156005,,,,,,,,,,,,,,
214862_x_at,---,---,,20.85989386,18.89968344,21.44129129,22.1783453,21.24261942,18.96372032,21.72779919,18.46037383,23.10174803,25.48895173,16.49434991,19.03245884,18.41487625,19.90887841,,,,,,,,,,,,,,
214860_at,SLC9A7,NM_032591,,26.58074836,28.09263334,26.98115165,23.43300185,23.53425398,22.68143326,23.26210648,27.13080395,28.79307668,25.88599563,24.19370814,26.43962627,25.36733092,23.85450749,,,,,,,,,,,,,,
214857_at,C10orf95 /// DYM,NM_017653 /// NM_024886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214854_at,---,---,,15.75131164,14.75508255,15.8923425,18.04903825,15.50842096,15.26504461,14.45693594,14.66901474,14.80487097,13.21954005,24.196723,15.47599311,17.73773421,17.89766868,,,,,,,,,,,,,,
214834_at,HBII-437 /// HBII-13,NR_001292 /// NR_001294,,12.55412853,12.61073074,12.73679077,11.52480136,11.81125139,11.41445415,11.86878133,12.1479411,11.97364063,12.49890605,13.41755485,12.13001881,11.78140725,12.06528332,,,,,,,,,,,,,,
214825_at,---,---,,91.14742085,104.1045989,98.02786072,110.3857288,79.81124196,141.3854488,125.1279163,83.96987453,98.01564668,86.60208425,86.60208425,101.5143745,102.001748,105.6947661,,,,,,,,,,,,,,
214824_at,---,---,,91.85649643,83.15435277,73.15830638,89.72886087,69.48260143,83.15435277,80.1610808,72.43926335,73.03366722,81.51818612,103.378338,97.72325651,79.12764445,83.60109226,,,,,,,,,,,,,,
214821_at,---,---,,53.21347913,48.44816354,54.81505292,53.90212414,49.79572353,49.25198242,63.74807631,49.83024876,47.00785919,48.77635178,55.23343181,53.21165,50.99133399,48.41594008,,,,,,,,,,,,,,
214809_at,---,---,,20.7678481,22.40734676,20.82161586,22.25858884,20.90650494,22.50041865,22.60280279,20.4917293,22.63369256,22.46099357,20.34003219,29.38117296,24.59562579,22.82083994,,,,,,,,,,,,,,
214808_at,---,---,,18.14613108,18.3376918,18.79621018,16.42202334,16.01653445,15.3004259,16.78103644,18.20597192,19.81718388,18.12840476,18.01266727,18.35969409,17.8908494,17.34634715,,,,,,,,,,,,,,
214807_at,---,---,,15.6643168,15.67420088,15.64511028,13.37159883,13.71554459,13.77938926,14.14764459,17.63317259,14.65986628,15.07201083,15.66692381,14.84669654,15.48221432,14.65986628,,,,,,,,,,,,,,
214806_at,---,---,,29.10590084,26.47355449,27.37771242,29.9084269,31.39471432,27.48724087,19.53094923,37.45846974,25.9242426,27.57826889,49.34526611,32.1857436,26.890788,29.70265423,,,,,,,,,,,,,,
214803_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214801_at,---,---,,63.54734395,61.37673589,61.68765521,62.83906882,67.85202974,57.11864366,68.05643914,65.37196104,91.06217434,79.43207573,73.7299955,61.96493352,64.29479056,59.06289096,,,,,,,,,,,,,,
214800_x_at,BTF3 /// LOC345829,NM_001207 /// XM_293984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214781_at,---,---,,61.35844052,47.67165778,66.53124741,53.96754721,57.7364265,71.71285128,79.16165084,65.17514063,68.95628878,70.43789619,54.69132424,72.10112492,58.81286491,64.18926174,,,,,,,,,,,,,,
214777_at,---,---,,62.86260503,65.6826224,67.5624526,64.67651765,57.41396978,62.9471837,59.46380891,64.09189183,63.19506511,70.26331902,69.76299754,64.10744244,63.37798727,63.12108446,,,,,,,,,,,,,,
214768_x_at,---,---,,48.87585818,68.13811849,54.04801753,48.38842385,50.51184332,52.46342706,51.68809273,49.35245913,51.68342904,55.82772458,72.39108312,66.19956921,54.29623245,59.43166386,,,,,,,,,,,,,,
214757_at,---,---,,26.34340429,23.6110439,26.25154078,23.26598183,27.54311605,24.28695823,27.91870638,25.53705078,26.2844892,24.93050369,28.75099633,29.20209625,28.54744956,28.75916984,,,,,,,,,,,,,,
214740_at,MGC13098 /// POLR2J2 /// POLR2J3,NM_001015884 /// NM_032958 /// NM_032959 /// NM_145325 /// XM_379817 /// XM_379819 /// XM_499280,,49.62550611,47.64061211,47.71661609,56.66240136,55.53517939,50.95775588,52.71969639,51.04897204,53.07424129,44.85230235,56.30455851,60.84387363,54.15903023,54.09450141,,,,,,,,,,,,,,
214724_at,DIXDC1,NM_033425,,101.6382918,92.04069438,104.7851077,133.2341258,136.9133967,180.1881146,131.0741853,78.11349488,118.249495,97.55608914,139.5559736,93.31325754,106.5214479,108.5728697,,,,,,,,,,,,,,
214712_at,---,---,,10.9102322,10.69615178,11.43861166,10.52275161,9.771026168,10.50009104,10.68659314,10.41448869,10.68659314,10.82331073,10.68459238,11.48779588,10.73447725,10.873164,,,,,,,,,,,,,,
214709_s_at,KTN1 /// PDIA6,NM_005742 /// NM_182926,,214.7181328,176.1743127,181.3848483,200.9955917,238.2925823,244.1324035,242.5267265,240.8130669,250.3668597,194.648866,205.7573487,157.8816884,152.8264218,216.7908369,,,,,,,,,,,,,,
214693_x_at,DJ328E19.C1.1 /// FLJ20719 /// LOC200030 /// MGC8902 /// LOC401967 /// AE01 /// AG1 /// LOC440675,NM_015383 /// NM_173638 /// NM_183372 /// XM_371384 /// XM_373827 /// XM_375869 /// XM_496391 /// XM_496394 /// XM_496399 /// XM_496406 /// XM_498427,,245.55458,193.0780016,254.9516857,177.4673478,251.6753304,190.7078088,212.2219688,260.0958604,234.3384493,286.0511922,371.3047401,286.3567362,248.5255071,228.8169139,,,,,,,,,,,,,,
214682_at,PKD1 /// NPIP /// LOC339047 /// LOC399491,NM_000296 /// NM_001009944 /// NM_006985 /// XM_290671,,97.77000482,95.18154063,137.8017196,93.02843783,108.069064,95.24753354,88.17451378,102.9714091,81.53739892,86.48452122,122.3109786,84.3677738,104.6805671,103.4830148,,,,,,,,,,,,,,
214677_x_at,IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14 /// IGLJ3,---,,37.26372156,40.75484972,37.57679297,35.75467362,39.1464644,37.15900762,43.33647829,45.9027982,40.93037997,48.21366197,43.17396853,46.83353227,44.41576854,41.43075251,,,,,,,,,,,,,,
214657_s_at,---,---,,16.95430825,19.11972616,16.16307557,18.12249783,17.34105613,17.4270929,18.12727235,17.17644742,16.43569075,18.06981624,21.09735385,23.80908173,21.74738461,16.73991015,,,,,,,,,,,,,,
214645_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214634_at,---,---,,64.39068098,62.88438335,59.41066893,62.4712217,62.33109736,60.48938535,60.04698981,65.89421579,64.14567823,63.61213094,90.59439729,83.32804064,62.42015971,61.68210968,,,,,,,,,,,,,,
214594_x_at,ATP8B1,NM_005603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214580_x_at,KRT6A /// KRT6B /// KRT6C /// KRT6E,NM_005554 /// NM_005555 /// NM_058242 /// NM_173086,,51.92040708,55.7044165,55.13780026,48.59883955,52.94674148,43.27734829,48.1491982,52.24351363,52.34064682,52.79099467,65.48716095,61.6022034,53.31280338,50.47754656,,,,,,,,,,,,,,
214570_x_at,DKFZP434P211 /// DKFZp434K191 /// LOC166994 /// LOC388846 /// LOC440800,NM_001029950 /// XM_371423 /// XM_496502 /// XM_496798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214567_s_at,XCL1 /// XCL2,NM_002995 /// NM_003175,,21.53841468,26.90551038,22.87484163,22.27463996,21.89879786,21.8940937,25.83616336,23.68710574,22.42288261,23.68710574,26.49613035,24.60261798,30.6943225,22.04912993,,,,,,,,,,,,,,
214532_x_at,POU5F1 /// POU5F1P1 /// LOC441628,NM_002701 /// NM_203289 /// NR_002304 /// XR_000266,,109.7365427,107.0254317,115.9275767,121.5562184,107.6011634,104.2728545,102.7803159,114.6100701,107.5638986,114.8868573,151.3966932,128.6805234,119.157003,113.6370902,,,,,,,,,,,,,,
214487_s_at,RAP2A /// RAP2B,NM_002886 /// NM_021033,,128.5058385,121.1172004,162.5488907,97.41283726,139.2071917,144.3402482,122.9314289,138.9556037,126.81045,112.8364961,333.0142973,227.2804905,181.5382678,163.5309368,,,,,,,,,,,,,,
214434_at,HSPA12A,XM_048898,,203.9737629,161.9730636,212.442684,329.4965455,99.13000545,377.7846937,196.5809799,237.8816519,229.912355,227.6935768,128.2504444,245.6209781,313.7756507,375.0243283,,,,,,,,,,,,,,
214424_s_at,---,---,,21.54722249,23.40605688,20.72571752,22.15514955,20.33354577,18.25398784,21.23526261,21.72914934,19.74150661,20.47937926,24.13191056,22.93342765,24.47980474,20.82147134,,,,,,,,,,,,,,
214423_x_at,---,---,,65.87686002,82.80064554,57.72602723,61.94130347,63.19155617,53.04407761,60.53006448,65.30220886,56.40143074,58.93284634,88.71830731,71.00702933,67.46232933,59.80855073,,,,,,,,,,,,,,
214422_at,RAD23B /// LOC131185,NM_002874 /// XM_496632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214416_at,---,---,,17.4316842,21.55962503,19.91301781,17.01246219,17.01116334,15.945639,15.69485662,18.04328242,18.52741644,18.5459191,21.04214378,21.01372475,18.27576889,16.79535236,,,,,,,,,,,,,,
214408_s_at,RFPL3S /// RFPL1S,---,,49.12072355,39.4460733,45.87893929,44.97277957,40.58570585,66.89562298,46.20574098,36.75146664,41.38999297,45.66097821,38.44275577,36.50190671,48.53554516,42.58991139,,,,,,,,,,,,,,
214394_x_at,EEF1D /// LOC126037,NM_001960 /// NM_032378 /// XM_058967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214384_s_at,MBD6,NM_052897,,38.61206697,35.26976061,34.88681403,33.21837922,33.38041013,42.1301169,36.12160031,36.64742907,34.82737768,35.06063323,42.21927398,41.41639039,35.45654884,37.17626746,,,,,,,,,,,,,,
214376_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214375_at,PPFIBP1 /// LOC440091,NM_003622 /// NM_177444 /// XM_495916,,16.08885647,17.08288857,14.50642311,17.00833546,16.18101392,15.75294904,15.08549451,16.28396516,14.95763415,16.05309776,23.40281567,15.70475997,16.32068584,15.24506035,,,,,,,,,,,,,,
214362_at,---,---,,18.70549135,19.86573247,18.66107339,19.82845298,19.75450855,20.86032822,20.98839619,20.32917784,22.02072644,21.82409958,23.16540153,22.92722812,20.86032822,21.17969865,,,,,,,,,,,,,,
214351_x_at,RPL13 /// LOC388344,NM_000977 /// NM_033251 /// XM_371023,,2147.883214,1970.299952,1875.422778,2572.757305,2869.532347,2435.327132,1970.847053,2002.935539,2090.887315,2112.887263,3383.029666,2643.987711,2401.633389,2450.566682,,,,,,,,,,,,,,
214345_at,---,---,,32.90808084,42.67887067,33.94835886,45.31855311,31.64136323,31.76178618,31.83893397,35.33925989,38.14785479,41.07275472,42.06679289,43.64668441,39.31723749,37.18631995,,,,,,,,,,,,,,
214343_s_at,ATXN7L1 /// ATXN7L4,NM_152749,,24.00728088,25.95660863,23.54648496,27.5503725,21.66748718,22.81151152,22.85155186,24.09614064,24.49745762,26.94134539,29.84381737,25.80109056,28.94154659,26.25517654,,,,,,,,,,,,,,
214342_at,ATXN7L1 /// ATXN7L4,NM_152749,,45.27962545,48.19127779,43.00045504,46.54389982,44.72966409,44.48231977,45.65560585,49.42675041,42.37260187,47.16746103,53.67096446,48.22502532,54.91124993,45.14705875,,,,,,,,,,,,,,
214334_x_at,DAZAP2 /// LOC401029,NM_014764 /// XM_376165,,459.5761372,451.9877571,488.5594151,531.7817148,478.3691026,462.6027609,463.6654022,478.3691026,474.2652023,451.5995093,376.5376095,414.2965501,433.2752491,403.5545877,,,,,,,,,,,,,,
214306_at,OPA1,NM_015560 /// NM_130831 /// NM_130832 /// NM_130833 /// NM_130834 /// NM_130835 /// NM_130836 /// NM_130837,,53.72717403,60.82320404,53.47823746,88.66850148,60.85736894,92.65456233,60.89239832,43.6863307,58.65938293,52.2851793,43.27464493,54.73152304,49.24003532,90.4845727,,,,,,,,,,,,,,
214300_s_at,TOP3A,NM_004618,,29.64424007,27.8724865,27.73815408,26.70818677,30.60658199,28.24551898,28.33984495,26.79125045,31.29369567,33.37277627,29.26957281,29.93517854,37.62031236,29.64424007,,,,,,,,,,,,,,
214299_at,TOP3A,NM_004618,,35.06767955,32.59525079,35.70341031,42.15552335,37.00812664,40.72576442,34.73023322,38.13913066,32.89964158,35.9422836,50.25795021,39.19642641,43.79305052,38.13595416,,,,,,,,,,,,,,
214295_at,KIAA0485,---,,22.5638322,23.21282132,23.05982876,32.38761267,25.02694104,26.02669166,18.65706473,30.31499915,26.1424082,20.49869301,30.55719492,27.1902949,19.8565094,29.76428218,,,,,,,,,,,,,,
214294_at,KIAA0485,---,,26.1598074,28.19818021,27.47714016,29.08957061,27.05249876,25.61239155,25.41538527,26.84460175,26.40959067,28.17864291,33.43669189,35.70390594,27.80109932,26.12573726,,,,,,,,,,,,,,
214277_at,COX11 /// COX11P,NM_004375 /// NR_000031,,10.93521811,11.06813254,11.08855875,10.33731838,11.32037592,10.89534585,12.18766724,11.25551302,10.73045996,11.2191386,11.18466341,10.59594307,10.44362094,10.89534585,,,,,,,,,,,,,,
214243_s_at,SERHL /// SERHL2,NM_014509 /// NM_170694,,47.27482466,46.9857087,41.81184902,48.81457466,48.24776005,41.30744727,47.20311258,44.41330233,46.00918399,49.1459272,61.1440498,53.17624072,44.83519813,42.16575154,,,,,,,,,,,,,,
214238_at,---,---,,43.920422,46.35393174,42.88407083,43.64668441,41.59504485,42.53916682,41.73916598,46.47715208,44.93850064,43.37134139,47.24861285,42.27081052,40.34617841,42.52914324,,,,,,,,,,,,,,
214223_at,---,---,,96.52295245,94.51818541,99.0016199,99.42591454,114.0909197,102.391341,102.0562098,97.79101168,102.5241563,97.09868628,110.2664524,144.5895898,126.2176785,109.2954823,,,,,,,,,,,,,,
214169_at,---,---,,15.68974523,18.54386574,15.61878107,14.72912656,14.37250987,14.62606777,18.01366749,17.1125173,15.29364081,15.88925946,21.74572426,16.86686449,15.91880403,16.85762956,,,,,,,,,,,,,,
214167_s_at,RPLP0 /// RPLP0-like,NM_001002 /// NM_053275 /// XM_165448,,1285.577029,1155.899233,1447.452212,1213.283039,1604.26895,1433.77256,1137.144829,1604.490606,1362.084142,1616.995086,1879.978086,1462.782609,1394.469219,1370.132985,,,,,,,,,,,,,,
214160_at,---,---,,19.76560482,20.62854263,22.95092119,19.46877377,20.88969971,20.2766884,20.31424662,19.79576405,21.92386275,20.51575327,22.67671837,25.14604888,19.83780071,20.36231687,,,,,,,,,,,,,,
214148_at,---,---,,72.22317001,98.95699735,84.07937824,63.99378127,66.35347793,80.97922457,72.98458507,73.87733197,91.65870011,77.24340696,80.38864831,103.6754144,82.14721995,77.22413395,,,,,,,,,,,,,,
214143_x_at,RPL24 /// SLC36A2,NM_000986 /// NM_181776,,3314.326392,3151.88622,2969.491632,4427.878914,4271.123826,4067.706216,2876.701959,3144.467244,3963.063058,3950.445609,4236.920867,4070.245332,3636.160939,3681.811343,,,,,,,,,,,,,,
214139_at,---,---,,55.46054149,63.63153995,52.9680256,45.93971064,40.45595576,47.69611792,45.65592274,59.11695084,47.59869871,50.89598148,67.65102922,53.62300126,58.63418394,51.13786683,,,,,,,,,,,,,,
214116_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214076_at,---,---,,255.6081204,266.7159389,253.5576189,253.3960098,216.3494723,234.3530884,257.8967319,226.0722473,224.4048254,239.6209366,224.4048254,256.1455752,241.2959644,217.895095,,,,,,,,,,,,,,
214053_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214050_at,---,---,,90.81129491,91.07984341,77.5115828,82.20020895,86.74147864,94.31727617,93.72097912,92.34040359,86.5001013,97.32983727,97.25966918,105.6947661,91.43723985,94.50572148,,,,,,,,,,,,,,
214046_at,---,---,,421.2900088,314.4789598,398.6255206,361.1089098,374.0092946,340.1624201,474.932814,319.0613168,490.2520446,275.5937836,350.844997,340.5163086,283.080797,273.7566612,,,,,,,,,,,,,,
214036_at,---,---,,158.3441822,164.1851657,153.0681103,163.1188934,145.654852,158.6078068,149.2203126,174.9440605,184.5221094,177.8663647,138.2121068,140.7547831,154.3487564,149.4479995,,,,,,,,,,,,,,
214027_x_at,DES /// FAM48A,NM_001014286 /// NM_001927 /// NM_017569,,103.8840337,85.99374731,91.49495125,113.8610128,100.2521957,95.23698797,116.6134265,93.2531047,108.3405817,104.1977154,121.6582293,130.985188,132.1900854,105.0694868,,,,,,,,,,,,,,
214019_at,---,---,,28.21616425,32.31898272,29.61589832,30.30596276,27.08871756,28.54725141,26.6612038,28.33474049,27.83658142,32.01219713,29.21910773,39.37696917,33.43669189,31.05234314,,,,,,,,,,,,,,
213981_at,COMT,NM_000754 /// NM_007310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213975_s_at,LYZ /// LILRB1,NM_000239 /// NM_006669,,15.01622105,14.37469996,13.80893302,13.90131924,13.69379098,13.84650555,13.44977422,14.3026454,14.275704,15.85284663,15.28230198,14.66901474,13.49572013,14.28005973,,,,,,,,,,,,,,
213972_at,---,---,,29.73087265,31.18931135,33.72437575,25.60422377,29.05027331,33.1417993,28.45736075,29.43008918,33.82856688,34.16625142,36.28999513,38.31772884,41.02012988,37.03711527,,,,,,,,,,,,,,
213968_at,---,---,,25.97388418,28.67357747,24.99712221,25.30481877,24.47538744,24.65212421,26.04870565,27.71163466,21.87437616,24.28325794,28.10431646,26.31967976,31.41387524,26.31967976,,,,,,,,,,,,,,
213961_s_at,---,---,,36.77159978,33.31176829,38.91217701,30.09391382,32.52461132,33.37578769,33.92083478,35.69276773,37.20694956,45.17585233,39.76451874,45.72496692,40.42091105,37.20694956,,,,,,,,,,,,,,
213960_at,---,---,,331.466616,275.9169738,286.5612448,365.3409526,440.5218017,429.948536,333.594196,286.5612448,348.3998289,241.6022496,251.6665963,290.7650583,336.7910503,410.8647963,,,,,,,,,,,,,,
213945_s_at,---,---,,31.39493223,34.97009598,32.61966152,32.13803575,31.42411441,27.29131502,31.91361092,30.89240159,36.48951852,29.50034481,37.54945448,33.97849942,31.4733734,31.25055317,,,,,,,,,,,,,,
213931_at,ID2 /// ID2B,NM_002166,,24.41811572,20.70633359,21.57801043,20.03152223,22.41340572,20.50409355,22.04454648,23.20719056,22.41340572,22.96158158,24.1081696,21.52512791,20.92564053,22.41340572,,,,,,,,,,,,,,
213929_at,---,---,,23.15834323,24.94087175,22.55085198,19.71893674,18.45205937,18.52202841,19.1605869,24.01210575,22.52413967,25.08442195,20.76195262,20.02582917,21.41723115,19.91509113,,,,,,,,,,,,,,
213917_at,---,---,,153.1434601,173.8995105,161.6601326,151.3862353,143.1178547,138.508441,144.8112639,163.202589,144.2462481,153.1434601,188.1840094,207.372418,155.4029449,167.2902976,,,,,,,,,,,,,,
213908_at,LOC339005 /// LOC440253,XM_370838 /// XM_496050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213905_x_at,BGN /// SDCCAG33,NM_001711 /// NM_005786,,152.5173996,120.999725,128.5370179,114.0798338,167.466663,104.9602912,120.4432713,144.7971929,148.5371709,144.7971929,143.8458494,126.0987153,140.6465215,119.779743,,,,,,,,,,,,,,
213904_at,---,---,,451.098864,279.0500533,437.187998,282.8316538,228.9454423,320.7399304,471.4660431,420.2400266,435.6451692,365.8808706,303.4132072,131.7893463,229.5476634,253.4627689,,,,,,,,,,,,,,
213878_at,---,---,,67.6923182,80.50630623,55.20778856,73.69067424,67.13996608,86.72823427,82.32108968,70.24481248,82.4049894,71.77303324,75.82071663,63.82766486,58.02850215,68.42349116,,,,,,,,,,,,,,
213873_at,---,---,,50.24296916,62.36048213,52.53182638,54.42811527,50.08962929,40.50393416,46.13693152,58.47954463,46.01747248,48.88025237,68.0654148,79.53952621,55.61800557,49.80469417,,,,,,,,,,,,,,
213865_at,DCBLD2,NM_080927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213845_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213841_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213832_at,---,---,,190.9498808,157.9506369,212.4485823,87.8201459,112.8951757,107.5094825,224.7784332,224.3970377,165.9931587,174.9974385,93.70666907,68.18110191,91.56598411,98.29594788,,,,,,,,,,,,,,
213828_x_at,H3F3A /// LOC440926,NM_002107 /// NR_002315,,4347.289047,4518.099956,5179.151419,4704.091332,4593.568259,4315.464734,2941.425471,4960.605213,4512.151522,4999.609025,4020.334172,4705.721032,4746.669513,4812.932077,,,,,,,,,,,,,,
213826_s_at,---,---,,54.36777601,75.26253697,84.18727174,89.94805638,71.19726628,81.5238444,52.3606143,70.66775138,78.79760211,52.89244974,95.85154733,104.7335513,78.73374194,97.39529162,,,,,,,,,,,,,,
213821_s_at,---,---,,41.07731628,38.61394303,35.4479481,41.1408641,41.07731628,34.79432202,36.51886134,39.58906806,38.99318381,44.90455951,42.20582423,47.86137844,48.60894411,35.65395275,,,,,,,,,,,,,,
213817_at,---,---,,13.63251678,14.23173755,13.16339831,13.0813542,11.5471103,13.71164656,12.6596879,13.87350129,13.19207916,13.20022003,13.5149098,12.86536102,13.70832051,12.98847458,,,,,,,,,,,,,,
213801_x_at,RPSA /// LOC388524 /// LOC388654,NM_001005472 /// NM_001012321 /// NM_002295 /// XM_371273,,3164.58365,2993.670924,3152.104997,3837.097918,3361.058051,3820.11342,3142.071522,2995.123809,3778.506096,3348.966694,4156.057527,4300.832524,3547.531251,3335.297947,,,,,,,,,,,,,,
213789_at,---,---,,84.70468319,87.95964023,93.96424299,86.49409763,78.96983708,102.7368425,77.03861905,98.84252335,71.65025684,71.7770187,144.8664602,116.7800507,90.85788983,99.13000545,,,,,,,,,,,,,,
213786_at,---,---,,14.09049035,14.46385177,14.8787352,14.18073124,13.8610047,15.19294795,14.96904131,14.32993366,14.93049524,14.28263227,12.69193305,14.56354834,14.19115426,13.68866619,,,,,,,,,,,,,,
213780_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213777_s_at,---,---,,30.02827832,30.33244841,30.10872794,29.79338631,27.68783096,30.02744464,32.23083764,31.38602,29.77707387,38.85611693,34.02492438,30.45716984,34.43467459,30.33244841,,,,,,,,,,,,,,
213774_s_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213755_s_at,---,---,,70.22972292,66.81499138,67.19304571,69.275351,63.95654499,72.54327236,62.26415763,77.69122612,70.33983503,81.92829371,89.6990012,90.53414186,76.8860452,74.85827789,,,,,,,,,,,,,,
213754_s_at,PAIP1 /// LOC388345,NM_006451 /// NM_182789 /// NM_183323 /// XM_371024,,31.57344844,32.93158295,29.03075012,39.50272342,46.57714029,42.65520711,31.49956745,31.71997978,36.76548699,31.57125703,41.22478007,31.02028667,30.1822795,34.93109706,,,,,,,,,,,,,,
213752_at,FLJ43806,NM_201628,,65.09387188,66.79322052,74.99487943,93.16912215,109.7578352,94.39312081,59.93555527,84.53810035,79.90090201,79.90090201,162.2180109,114.2681771,101.3077013,103.448578,,,,,,,,,,,,,,
213747_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213739_at,---,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213737_x_at,LOC283768 /// LOC388080 /// LOC388189 /// LOC390535 /// LOC400304 /// LOC440234 /// DKFZp434P162,NM_001012420 /// NM_001012423 /// XM_370837 /// XM_370839 /// XM_370843 /// XM_370917 /// XM_375152,,115.6626934,79.62227527,88.3960475,72.68722834,74.34172277,59.78700769,93.66186363,93.27378846,82.48613921,75.10670333,68.48566601,62.2279072,56.00484977,64.49967466,,,,,,,,,,,,,,
213699_s_at,YWHAQ /// MIB1,NM_006826 /// NM_020774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
